ID,Título,Medio,Ciudad del medio (o país),Mes,Fecha de publicación,Link,KW de búsqueda,Mención en título KW_G1,Mención en título KW_G2,Mención unifficada,
744,"Huenchullán permanece refugiado en territorio mapuche a 48 horas de ordenarse su detención
",Latercera.com,Región Metropolitana,Agosto 2021,02/08/2021,https://www.latercera.com/la-tercera-pm/noticia/huenchullan-permanece-refugiado-en-territorio-mapuche-a-48-horas-de-ordenarse-su-detencion/DYV3FQGWUJGWHPW2SSTOIJFCHI/,Plurinacional,No,Sí,Sí,
745,"Unión Europea entrega su apoyo a la Convención Constitucional mediante carta en cuatro idiomas de naciones originarias
",Eldesconcierto.cl,Región Metropolitana,Agosto 2021,02/08/2021,https://www.eldesconcierto.cl/nacional/2021/08/02/union-europea-entrega-su-apoyo-a-la-convencion-constitucional-mediante-carta-en-cuatro-idiomas-de-naciones-originarias.html,Plurinacionalidad,No,Sí,Sí,
748,"Elisa Loncon llegó con libros a la Convención y propuso una biblioteca plurinacional para los convencionales
",Radioagricultura.cl,Región Metropolitana,Agosto 2021,03/08/2021,https://www.radioagricultura.cl/nacional/2021/08/03/elisa-loncon-llego-con-libros-a-la-convencion-y-propuso-una-biblioteca-plurinacional-para-los-convencionales.html,Plurinacional,Sí,No,Sí,
752,"Los libros que mostró Elisa Loncon en la Convención y que apuntan a una “biblioteca plurinacional”
",Latercera.com,Región Metropolitana,Agosto 2021,03/08/2021,https://www.latercera.com/culto/2021/08/03/los-libros-que-mostro-elisa-loncon-en-la-convencion-y-que-apuntan-a-una-biblioteca-plurinacional/,Plurinacional,Sí,No,Sí,
764,"La Carpa de las Mujeres publica ‘La Vida en el Centro’: Catastro Plurinacional de Experiencias de Economía Feminista y Solidaria
",Radio.uchile.cl,Región Metropolitana,Agosto 2021,06/08/2021,https://radio.uchile.cl/2021/08/06/la-carpa-de-las-mujeres-publica-la-vida-en-el-centro-catastro-plurinacional-de-experiencias-de-economia-feminista-y-solidaria/,Plurinacional,Sí,No,Sí,
768,"Reconocimiento constitucional de los pueblos indígenas, es el título de una publicación del Instituto Libertad y Desarrollo.
",Diarioconstitucional.cl,Región Metropolitana,Agosto 2021,07/08/2021,https://www.diarioconstitucional.cl/2021/08/07/reconocimiento-constitucional-de-los-pueblos-indigenas-es-el-titulo-de-una-publicacion-del-instituto-libertad-y-desarrollo/,Plurinacional Plurinacionalidad (combinada),No,Sí,Sí,
771,Ensayo: ¿Hacia un Estado Plurinacional? El mito refundacional de la izquierda militante,Ellibero.cl,Región Metropolitana,Agosto 2021,09/08/2021,https://ellibero.cl/actualidad/ensayo-hacia-un-estado-plurinacional-el-mito-refundacional-de-la-izquierda-militante/,Plurinacional Plurinacionalidad (combinada),Sí,No,Sí,
775,"La suma de todos los miedos: plurinacionalidad y derechos de la Naturaleza en Chile
",Radio.uchile.cl,Región Metropolitana,Agosto 2021,10/08/2021,https://radio.uchile.cl/2021/08/10/la-suma-de-todos-los-miedos-plurinacionalidad-y-derechos-de-la-naturaleza-en-chile/,Plurinacional Plurinacionalidad (combinada),Sí,No,Sí,
779,Elisa Loncon participó en el lanzamiento del libro “Ensayos y propuestas para una constitución plurinacional”,Elmostrador.cl,Región Metropolitana,Agosto 2021,11/08/2021,https://www.elmostrador.cl/cultura/2021/08/11/elisa-loncon-participo-en-el-lanzamiento-del-libro-ensayos-y-propuestas-para-una-constitucion-plurinacional/,Plurinacional Plurinacionalidad (combinada),Sí,No,Sí,
783,"Plurinacionalidad y Rapa Nui
",Latercera.com,Región Metropolitana,Agosto 2021,11/08/2021,https://www.latercera.com/opinion/noticia/plurinacionalidad-y-rapa-nui/YUQKZMDT7RCVPDTMY3M4S4DZEA/,Plurinacional Plurinacionalidad (combinada),Sí,No,Sí,
785,"Centro de Lenguas y Culturas del Mundo: una propuesta desde la U. de Chile para el país plurinacional del siglo XXI
",Eldesconcierto.cl,Región Metropolitana,Agosto 2021,12/08/2021,https://www.eldesconcierto.cl/tendencias/2021/08/12/centro-de-lenguas-y-culturas-del-mundo-una-propuesta-desde-la-u-de-chile-para-el-pais-plurinacional-del-siglo-xxi.html,Plurinacional Plurinacionalidad (combinada),Sí,No,Sí,
786,"Coordinadora 8M presenta en la Convención Constitucional una propuesta sobre comunicación feminista, plurinacional, popular e inclusiva
",Elmostrador.cl,Región Metropolitana,Agosto 2021,12/08/2021,https://www.elmostrador.cl/braga/2021/08/12/coordinadora-8m-presenta-en-la-convencion-constitucional-una-propuesta-sobre-comunicacion-feminista-plurinacional-popular-e-inclusiva/,Plurinacional,Sí,No,Sí,
792,"Convencionales establecen concepto de plurinacionalidad en reglamento: reconoce a pueblos indígenas “para lograr la igual participación en la distribución del poder”
",Latercera.com,Región Metropolitana,Agosto 2021,13/08/2021,https://www.latercera.com/politica/noticia/convencionales-establecen-concepto-de-plurinacionalidad-en-reglamento-reconoce-a-pueblos-indigenas-para-lograr-la-igual-participacion-en-la-distribucion-del-poder/NJHA7Y5AFVFNBOSVSPLY6DFOLQ/,Plurinacionalidad,Sí,No,Sí,
812,"Selk´nam: Un Pueblo que aun camina junto a nosotros
",Eldivisadero.cl,Región de Aysén,Agosto 2021,16/08/2021,http://www.eldivisadero.cl/redac-63705,Plurinacional,No,Sí,Sí,
818,"Pueblos originarios y llamado a diálogo de RN y Evópoli: “Se habla con hechos”
",Eldinamo.cl,Región Metropolitana,Agosto 2021,17/08/2021,https://www.eldinamo.cl/politica/2021/08/17/pueblos-originarios-y-llamado-a-dialogo-de-rn-y-evopoli-se-habla-con-hechos/,Plurinacional Plurinacionalidad (combinada),No,Sí,Sí,
820,"Chile-Wallmapu: Por una nueva primavera de los pueblos en lucha. Convocatoria RPS 
",Piensachile.com,Región Metropolitana,Agosto 2021,18/08/2021,https://piensachile.com/2021/08/18/chile-wallmapu-por-una-nueva-primavera-de-los-pueblos-en-lucha-convocatoria-rps/,Plurinacional,No,Sí,Sí,
823,"Rommy Morales sobre plurinacionalidad: «La idea es hablar de los pueblos, pues el pueblo o la república o la unidad nacional ya no existe».
",Radionuevomundo.cl,Región Metropolitana,Agosto 2021,18/08/2021,https://www.radionuevomundo.cl/2021/08/18/rommy-morales-sobre-plurinacionalidad-la-idea-es-hablar-de-pueblos-pues-el-pueblo-o-la-republica-o-la-unidad-nacional-ya-no-existe/,Plurinacionalidad,Sí,No,Sí,
826,"Comisión de Reglamento aprueba creación de 7 instancias temáticas: incluyen estado plurinacional, cambio climático y organización fiscal",Elmostrador.cl,Región Metropolitana,Agosto 2021,19/08/2021,https://www.elmostrador.cl/dia/2021/08/19/comision-de-reglamento-aprueba-creacion-de-7-instancias-tematicas-incluyen-estado-plurinacional-cambio-climatico-y-organizacion-fiscal/,Plurinacional,Sí,No,Sí,
827,Constituyente Alejandra Flores disparó contra Hernán Larraín Matte por carta sobre pueblos originarios [VIDEO],Elboyaldia.cl,Región de Tarapacá,Agosto 2021,19/08/2021,https://www.elboyaldia.cl/noticia/politica/constituyente-alejandra-flores-disparo-contra-hernan-larrain-matte-por-carta-sobre-,Plurinacional,No,Sí,Sí,
829,"Convención Constitucional: primer listado de temáticas para comisiones incluye Estado plurinacional, estatuto sobre minerales, soberanía alimentaria y cambio climático",Df.cl,Región Metropolitana,Agosto 2021,19/08/2021,https://www.df.cl/noticias/economia-y-politica/pais/convencion-constitucional-primer-listado-de-tematicas-para-comisiones/2021-08-19/171839.html,Plurinacional,Sí,No,Sí,
832,Mesa de pueblos originarios de Recoleta participó en la Convención Constitucional,Recoleta.cl,Región Metropolitana,Agosto 2021,19/08/2021,https://www.recoleta.cl/mesa-de-pueblos-originarios-de-recoleta-participo-en-la-convencion-constitucional/,Plurinacional Plurinacionalidad (combinada),No,Sí,Sí,
841,"Marcela Cubillos explica por qué no firmó la carta de Evópoli y RN para los pueblos originarios
",Ellibero.cl,Región Metropolitana,Agosto 2021,21/08/2021,https://ellibero.cl/actualidad/marcela-cubillos-explica-por-que-no-firmo-la-carta-de-evopoli-y-rn-para-los-pueblos-originarios/,Plurinacional,No,Sí,Sí,
842,"Multigremial de La Araucanía propone a la Convención Constitucional realizar plebiscito para definir relación del Estado con pueblos originarios
",Latercera.com,Región Metropolitana,Agosto 2021,21/08/2021,https://www.latercera.com/politica/noticia/multigremial-de-la-araucania-propone-a-la-convencion-constitucional-realizar-plebiscito-para-definir-relacion-del-estado-con-pueblos-originarios/YDMVZF7MPFF67KGNVMHTUJU2UI/,Plurinacional Plurinacionalidad (combinada),No,Sí,Sí,
866,"Descentralización, plurinacionalidad y paridad: los temas más acordados por los constituyentes para reglamento de la Convención
",Elmostrador.cl,Región Metropolitana,Agosto 2021,27/08/2021,https://www.elmostrador.cl/nueva-constitucion/2021/08/27/descentralizacion-plurinacionalidad-y-paridad-los-temas-mas-acordados-por-los-constituyentes-para-reglamento-de-la-convencion/,Plurinacionalidad,Sí,No,Sí,
874,"Salvador Millaleo, académico U. de Chile: “La derecha y la izquierda ven en los indígenas un otro que tratan de domesticar”
",Theclinic.cl,Región Metropolitana,Agosto 2021,28/08/2021,https://www.theclinic.cl/2021/08/28/salvador-millaleo-academico-u-de-chile-la-derecha-y-la-izquierda-ven-en-los-indigenas-un-otro-que-tratan-de-domesticar/,Plurinacional Plurinacionalidad (combinada),No,Sí,Sí,
877,"Ciencia, Propiedad Intelectual y Conocimientos ancestrales en la Convención
",Radio.uchile.cl,Región Metropolitana,Agosto 2021,30/08/2021,https://radio.uchile.cl/2021/08/30/ciencia-propiedad-intelectual-y-conocimientos-ancestrales-en-la-convencion/,Plurinacionalidad,No,Sí,Sí,
881,"Expresiones de racismo en la Convención: ¿Qué entraña el hostigamiento contra la machi Francisca Linconao?
",Radio.uchile.cl,Región Metropolitana,Agosto 2021,31/08/2021,https://radio.uchile.cl/2021/08/31/que-entrana-el-hostigamiento-contra-la-machi-francisca-linconao-el-racismo-como-recurso-contra-el-empoderamiento-cultural/,Plurinacional Plurinacionalidad (combinada),No,Sí,Sí,
888,"Columna de la convencional Isabel Godoy: Estado plurinacional e intercultura en la Nueva Constitución
",Theclinic.cl,Región Metropolitana,Septiembre 2021,01/09/2021,https://www.theclinic.cl/2021/09/01/columna-de-la-convencional-isabel-godoy-estado-plurinacional-e-intercultura-en-la-nueva-constitucion/,Plurinacional,Sí,No,Sí,
889,"Columna del convencional Ruggero Cozzi: Estado plurinacional mirado desde la centroderecha
",Theclinic.cl,Región Metropolitana,Septiembre 2021,01/09/2021,https://www.theclinic.cl/2021/09/01/columna-del-convencional-ruggero-cozzi-estado-plurinacional-mirado-desde-la-centroderecha/,Plurinacional,Sí,No,Sí,
890,"Red Patagonia Cultural realizará conversatorio en torno al pueblo Selk’ nam en la obra de Coloane
",Elmostrador.cl,Región Metropolitana,Septiembre 2021,01/09/2021,https://www.elmostrador.cl/cultura/2021/09/01/red-patagonia-cultural-realizara-conversatorio-en-torno-al-pueblo-selk-nam-en-la-obra-de-coloane/,Plurinacional,No,Sí,Sí,
891,Valparaíso: Alcaldía Ciudadana crea nueva comisión de Participación Plurinacional e Interculturalidad,Epicentrochile.com,Región de Valparaíso,Septiembre 2021,01/09/2021,https://www.epicentrochile.com/2021/09/01/valparaiso-alcaldia-ciudadana-crea-nueva-comision-de-participacion-plurinacional-e-interculturalidad/,Plurinacional Plurinacionalidad (combinada),Sí,No,Sí,
893,"Xawümen: hacia una gobernanza plurinacional
",Latercera.com,Región Metropolitana,Septiembre 2021,01/09/2021,https://www.latercera.com/opinion/noticia/xawumen-hacia-una-gobernanza-plurinacional/734NBIRSHBHSJODERUJZSVCNTM/,Plurinacional Plurinacionalidad (combinada),Sí,No,Sí,
902,Día Internacional de la Mujer Indígena desde la Convención Constitucional,Diariofutrono.cl,Región de Los Ríos,Septiembre 2021,05/09/2021,https://www.diariofutrono.cl/noticia/actualidad/2021/09/dia-internacional-de-la-mujer-indigena-desde-la-convencion-constitucional,Plurinacionalidad,No,Sí,Sí,
904,"Provoste propone creación de Instituto Nacional de Lenguas Indígenas
",Radio.uchile.cl,Región Metropolitana,Septiembre 2021,05/09/2021,https://radio.uchile.cl/2021/09/05/provoste-propone-creacion-de-instituto-nacional-de-lenguas-indigenas/,Plurinacional Plurinacionalidad (combinada),No,Sí,Sí,
905,"Machi Francisca Linconao conmemora el Día Internacional de la Mujer Indígena
",Prensalocal.cl,Región Metropolitana,Septiembre 2021,06/09/2021,https://www.prensalocal.cl/2021/09/06/machi-francisca-linconao-conmemora-el-dia-internacional-de-la-mujer-indigena/,Plurinacional,No,Sí,Sí,
912,Ciclo de conversatorios Araucanía y Arauco le hablan a Chile: ¿República plurinacional o intercultural?,Latercera.com,Región Metropolitana,Septiembre 2021,08/09/2021,https://www.latercera.com/pulso/noticia/ciclo-de-conversatorios-araucania-y-arauco-le-hablan-a-chile-republica-plurinacional-o-intercultural/VLZRSJ2PNJBBVCVULFYBBH4GFM/,Plurinacional,Sí,No,Sí,
919,"Tercer conversatorio “Araucanía y Arauco le hablan a Chile”: panelistas analizan alcances de la interculturalidad y plurinacionalidad
",Latercera.com,Región Metropolitana,Septiembre 2021,10/09/2021,https://www.latercera.com/pulso/noticia/tercer-conversatorio-araucania-y-arauco-le-hablan-a-chile-republica-plurinacional-o-intercultural/WQM5JYH3CZCRLDWQPHJ6ZIVATU/,Plurinacional Plurinacionalidad (combinada),Sí,No,Sí,
922,"El debate por el cuórum de 2/3 que tensionó a los escaños reservados
",Pauta.cl,Región Metropolitana,Septiembre 2021,12/09/2021,https://www.pauta.cl/politica/tension-escanos-reservados-mapuche-elisa-loncon-quechua-colla-aymara,Plurinacionalidad,No,Sí,Sí,
927,"¿Vinculante y con quórum de 2/3? La Consulta Indígena que tensionará el debate de la Convención
",Theclinic.cl,Región Metropolitana,Septiembre 2021,14/09/2021,https://www.theclinic.cl/2021/09/14/vinculante-y-con-quorum-de-2-3-la-consulta-indigena-que-tensionara-el-debate-de-la-convencion/,Plurinacional Plurinacionalidad (combinada),No,Sí,Sí,
931,"Figuras políticas elogian a Elisa Loncon tras reconocimiento de Revista Time: ""La riqueza de la plurinacionalidad de Chile hoy tiene rostro y voz de mujer""
",Elmostrador.cl,Región Metropolitana,Septiembre 2021,15/09/2021,https://www.elmostrador.cl/dia/2021/09/15/figuras-politicas-elogian-a-elisa-loncon-tras-reconocimiento-de-revista-time-la-riqueza-de-la-plurinacionalidad-de-chile-hoy-tiene-rostro-y-voz-de-mujer/,Plurinacionalidad,Sí,No,Sí,
937,"A paso firme: Pueblos Originarios suman importantes victorias en la Convención
",Eldesconcierto.cl,Región Metropolitana,Septiembre 2021,16/09/2021,https://www.eldesconcierto.cl/reportajes/2021/09/16/a-paso-firme-pueblos-originarios-suman-importantes-victorias-en-la-convencion.html,Plurinacional Plurinacionalidad (combinada),No,Sí,Sí,
944,"¿Qué significa que Chile pueda convertirse en un Estado Plurinacional?
",Pauta.cl,Región Metropolitana,Septiembre 2021,17/09/2021,https://www.pauta.cl/factchecking/constitucheck/estado-plurinacional-chile-convencion-constitucional-pueblos-originarios,Plurinacional Plurinacionalidad (combinada),Sí,No,Sí,
946,"Comisión de DDHH de la Convención reconoce que Estado “promovió el genocidio” y establece medidas de reparación para pueblos originarios
",Radio.uchile.cl,Región Metropolitana,Septiembre 2021,18/09/2021,https://radio.uchile.cl/2021/09/18/comision-de-ddhh-de-la-convencion-reconoce-que-estado-promovio-el-genocidio-y-establece-medidas-de-reparacion-para-pueblos-originarios/,Plurinacional Plurinacionalidad (combinada),No,Sí,Sí,
955,"Consulta indígena en el proceso constituyente
",Latercera.com,Región Metropolitana,Septiembre 2021,20/09/2021,https://www.latercera.com/opinion/noticia/consulta-indigena-en-el-proceso-constituyente/ND43N4UIUJEQJGIEOJ7TUDFXIM/,Plurinacional,No,Sí,Sí,
956,"Claudio Millacura: “Cuando los pueblos indígenas aspiran a la Convención lo que demandan es justicia, pero para eso hay que reconocer el dolor de las víctimas”",Radio.uchile.cl,Región Metropolitana,Septiembre 2021,21/09/2021,https://radio.uchile.cl/2021/09/21/claudio-millacura-cuando-los-pueblos-indigenas-aspiran-a-la-convencion-lo-que-demandan-es-justicia-pero-para-eso-hay-que-reconocer-el-dolor-de-las-victimas/,Plurinacionalidad,No,Sí,Sí,
957,"Reconocimiento o soberanía: Convencionales Cretton, Schönhaut y Fernández debatieron sobre idea de Estado plurinacional
",Cnnchile.com,Región Metropolitana,Septiembre 2021,21/09/2021,https://www.cnnchile.com/lodijeronencnn/convencionales-cretton-schonhaut-fernandez-debatieron-estado-plurinacional_20210921/,Plurinacional Plurinacionalidad (combinada),Sí,No,Sí,
960,"Primer día de votación del Reglamento General: Sí poder originario, sí plurinacional, no República de Chile
",Ellibero.cl,Región Metropolitana,Septiembre 2021,23/09/2021,https://ellibero.cl/actualidad/primer-dia-de-votacion-del-reglamento-general-si-poder-originario-si-plurinacional-no-republica-de-chile/,Plurinacional Plurinacionalidad (combinada),Sí,No,Sí,
964,"Participación convencional indígena y la nueva consulta.
",Diarioconstitucional.cl,Región Metropolitana,Septiembre 2021,24/09/2021,https://www.diarioconstitucional.cl/articulos/participacion-convencional-indigena-y-la-nueva-consulta/,Plurinacionalidad,No,Sí,Sí,
967,"Nuestros ancestros, el pueblo Yagán",Elpinguino.com,Región de Magallanes,Septiembre 2021,25/09/2021,https://elpinguino.com/noticia/2021/09/25/nuestros-ancestros-el-pueblo-yagan,Plurinacionalidad,No,Sí,Sí,
988,"Carta abierta de Natividad Llanquileo en día clave: “La consulta indígena de los Pueblos invisibles”
",Ilustrado.cl,Región Metropolitana,Octubre 2021,01/10/2021,https://www.ilustrado.cl/2021/10/01/carta-abierta-de-natividad-llanquileo-en-dia-clave-la-consulta-indigena-de-los-pueblos-invisibles/,Plurinacionalidad,No,Sí,Sí,
990,"Convención aprobó indicación que reemplaza el Reglamento de Participación y Consulta Indígena
",Cooperativa.cl,Región Metropolitana,Octubre 2021,01/10/2021,https://www.cooperativa.cl/noticias/pais/politica/constitucion/convencion-aprobo-indicacion-que-reemplaza-el-reglamento-de/2021-10-01/121002.html,Plurinacionalidad,No,Sí,Sí,
993,"Liberados de manera digital los tres encuentros del ciclo sobre interculturalidad y derechos lingüísticos
",Diarioconcepcion.cl,Región del Biobío,Octubre 2021,01/10/2021,https://www.diarioconcepcion.cl/ciudad/2021/10/01/liberados-de-manera-digital-los-tres-encuentros-del-ciclo-sobre-interculturalidad-y-derechos-linguisticos.html,Plurinacional,No,Sí,Sí,
998,"Los alcances de la Consulta Indígena ""vinculante"" aprobada en la Convención
",Pauta.cl,Región Metropolitana,Octubre 2021,04/10/2021,https://www.pauta.cl/politica/consulta-indigena-vinculante-propositiva-aprobada-convencion-constitucional,Plurinacionalidad,No,Sí,Sí,
1000,Presentan libro con aporte de pueblos originarios para la Convención Constitucional,Radiosago.cl,Región de Los Lagos,Octubre 2021,04/10/2021,https://www.radiosago.cl/presentan-libro-con-aporte-de-pueblos-originarios-para-la-convencion-constitucional/,Plurinacional,No,Sí,Sí,
1002,"X Congreso Plurinacional de Comunidades del Patrimonio se realizará este fin de semana
",Biobiochile.cl,Región Metropolitana,Octubre 2021,05/10/2021,https://www.biobiochile.cl/noticias/artes-y-cultura/actualidad-cultural/2021/10/05/x-congreso-plurinacional-de-comunidades-del-patrimonio-se-realizara-este-fin-de-semana.shtml,Plurinacional,Sí,No,Sí,
1005,"Marcela Cubillos: ""Esta va a terminar siendo la Constitución indígena""
",Pauta.cl,Región Metropolitana,Octubre 2021,06/10/2021,https://www.pauta.cl/politica/marcela-cubillos-convencion-plebiscitos-dirimentes-constitucion-indigena,Plurinacionalidad,No,Sí,Sí,
1011,"""CAM: liberar una nación"", se estrena documental que tuvo inédito acceso a la organización mapuche
",Biobiochile.cl,Región Metropolitana,Octubre 2021,07/10/2021,https://www.biobiochile.cl/noticias/artes-y-cultura/actualidad-cultural/2021/10/07/cam-liberar-una-nacion-se-estrena-documental-que-tuvo-inedito-acceso-a-la-organizacion-mapuche.shtml,Plurinacionalidad,No,Sí,Sí,
1012,"Reglamento de participación y consulta indígena, más que polémica, pasos francos hacia una Constitución Plurinacional, democrática e intercultural.
",Diarioconstitucional.cl,Región Metropolitana,Octubre 2021,07/10/2021,https://www.diarioconstitucional.cl/articulos/reglamento-de-participacion-y-consulta-indigena-mas-que-polemica-pasos-francos-hacia-una-constitucion-plurinacional-democratica-e-intercultural/,Plurinacional,Sí,No,Sí,
1015,Municipalidad de Coyhaique reducirá horas de educación intercultural bilingüe,Eldivisadero.cl,Región de Aysén,Octubre 2021,08/10/2021,http://eldivisadero.cl/noticia-64335,Plurinacional,No,Sí,Sí,
1017,UAR y USACH realizarán foro “Pensando en un Estado Plurinacional en Chile”,Recoleta.cl,Región Metropolitana,Octubre 2021,08/10/2021,https://www.recoleta.cl/uar-y-usach-realizaran-foro-pensando-en-un-estado-plurinacional-en-chile/,Plurinacional,Sí,No,Sí,
1019,"Boric ante representantes del pueblo nación mapuche: “Nosotros reconocemos su derecho a existencia, cosmovisión propia, territorio y autonomía”
",Infogate.cl,Región Metropolitana,Octubre 2021,09/10/2021,https://www.infogate.cl/2021/10/09/boric-ante-representantes-del-pueblo-nacion-mapuche-nosotros-reconocemos-su-derecho-a-existencia-cosmovision-propia-territorio-y-autonomia/,Plurinacional,No,Sí,Sí,
1035,"Comunidad de Temucuicui por Estado de Excepción: “Continuaremos aunque nos cueste la vida”
",Eldesconcierto.cl,Región Metropolitana,Octubre 2021,13/10/2021,https://www.eldesconcierto.cl/noticias/2021/10/13/comunidad-de-temucuicui-por-estado-de-excepcion-continuaremos-aunque-nos-cueste-la-vida.html,Plurinacional,No,Sí,Sí,
1058,"Columna de José Aylwin: Pueblos indígenas y nueva Constitución
",Latercera.com,Región Metropolitana,Octubre 2021,18/10/2021,https://www.latercera.com/reconstitucion/noticia/columna-de-jose-aylwin-pueblos-indigenas-y-nueva-constitucion/4CMT6J2AZRCNVB67FZJBGRR4EE/,Plurinacionalidad,No,Sí,Sí,
1070,"Columna de Fernando Pairican: A cuatro meses de la Convención: Las bases de la Plurinacionalidad se han instalado
",Theclinic.cl,Región Metropolitana,Octubre 2021,20/10/2021,https://www.theclinic.cl/2021/10/20/columna-de-fernando-pairican-a-cuatro-meses-de-la-convencion-las-bases-de-la-plurinacionalidad-se-han-instalado/,Plurinacionalidad,Sí,No,Sí,
1083,"¿La Constitución debe definir qué es la nación chilena?
",Pauta.cl,Región Metropolitana,Octubre 2021,22/10/2021,https://www.pauta.cl/factchecking/la-constitucion-debe-definir-lo-que-es-la-nacion-chilena,Plurinacional,No,Sí,Sí,
1099,"Convencional Andrés Cruz, ex fiscal: “No es una licencia el pertenecer a un pueblo originario”
",Ellibero.cl,Región Metropolitana,Octubre 2021,24/10/2021,https://ellibero.cl/actualidad/convencional-andres-cruz-ex-fiscal-no-es-una-licencia-el-pertenecer-a-un-pueblo-originario/,Plurinacional,No,Sí,Sí,
1101,"Reforma tributaria y mirada plurinacional destacan en programa de gobierno de Provoste
",Cooperativa.cl,Región Metropolitana,Octubre 2021,24/10/2021,https://cooperativa.cl/noticias/pais/politica/presidenciales/reforma-tributaria-y-mirada-plurinacional-destacan-en-programa-de/2021-10-24/150829.html,Plurinacional,Sí,No,Sí,
1117,"Constitución de Loncón: escaños reservados en todas las instancias, bajar la edad para sufragar y superar el “paradigma neoliberal”
",Ellibero.cl,Región Metropolitana,Octubre 2021,26/10/2021,https://ellibero.cl/actualidad/constitucion-de-loncon-escanos-reservados-en-todas-las-instancias-bajar-la-edad-para-sufragar-y-superar-el-paradigma-neoliberal/,Plurinacionalidad,No,Sí,Sí,
1120,"Elisa Loncon: “Con Descentralización y Autonomías Territoriales caminar hacia la profundización de la democracia”
",Radio.uchile.cl,Región Metropolitana,Octubre 2021,26/10/2021,https://radio.uchile.cl/2021/10/26/elisa-loncon-con-descentralizacion-y-autonomias-territoriales-caminar-hacia-la-profundizacion-de-la-democracia/,Plurinacional Plurinacionalidad (combinada),No,Sí,Sí,
1127,"Constituyentes de escaños reservados recibieron actas en sus lenguas de origen.
",Diarioconstitucional.cl,Región Metropolitana,Octubre 2021,27/10/2021,https://www.diarioconstitucional.cl/2021/10/27/constituyentes-de-escanos-reservados-recibieron-actas-en-sus-lenguas-de-origen/,Plurinacionalidad,No,Sí,Sí,
1130,"Editorial Pehuén recomienda dos libros para reconocer nuestro origen plurinacional
",Eldesconcierto.cl,Región Metropolitana,Octubre 2021,27/10/2021,https://www.eldesconcierto.cl/tipos-moviles/letras/2021/10/27/editorial-pehuen-recomienda-dos-libros-para-reconocer-nuestro-origen-plurinacional.html,Plurinacional,Sí,No,Sí,
1131,"Por extensión del estado de excepción: Organizaciones mapuches presentan recurso de protección contra Presidente Piñera y ministro del Interior
",Radio.uchile.cl,Región Metropolitana,Octubre 2021,27/10/2021,https://radio.uchile.cl/2021/10/27/por-extension-del-estado-de-excepcion-organizaciones-mapuches-presentan-recurso-de-proteccion-contra-presidente-pinera-y-ministro-del-interior/,Plurinacional,No,Sí,Sí,
1143,"Convencionales mapuche: “El Estado plurinacional será con los pueblos indígenas participando y deliberando, o no será” ",Elmostrador.cl,Región Metropolitana,Noviembre 2021,16/11/2021,https://www.elmostrador.cl/dia/2021/11/16/convencionales-mapuche-el-estado-plurinacional-sera-con-los-pueblos-indigenas-participando-y-deliberando-o-no-sera/,Plurinacionalidad,Sí,No,Sí,
1144,“Plurinacionalidad”: la manipulación ideológica contra los pueblos indígenas,Latercera.com,Región Metropolitana,Noviembre 2021,26/11/2021,https://www.latercera.com/la-tercera-pm/noticia/plurinacionalidad-la-manipulacion-ideologica-contra-los-pueblos-indigenas/SSSBKWN5BFCYNFL6NLSH2DC2TA/,Plurinacionalidad,Sí,No,Sí,
1145,Dupla Mapuche-Kawésqar en la CC: comisión de Derechos de Pueblos Indígenas elige a sus coordinadores,Biobiochile.cl,Región Metropolitana,Noviembre 2021,02/11/2021,https://www.biobiochile.cl/especial/una-constitucion-para-chile/noticias/2021/11/02/dupla-mapuche-kawesqar-en-la-cc-comision-de-derechos-de-pueblos-indigenas-elige-a-sus-coordinadores.shtml,Plurinacionalidad,No,Sí,Sí,
1146, La militarización no es el camino: avancemos en los diálogos constituyentes plurinacionales ,Elmostrador.cl,Región Metropolitana,Noviembre 2021,07/11/2021,https://www.elmostrador.cl/destacado/2021/11/07/la-militarizacion-no-es-el-camino-avancemos-en-los-dialogos-constituyentes-plurinacionales/,Plurinacionalidad,Sí,No,Sí,
1147,"Guatemala: indígenas, campesinos y sectores sociales van al paro plurinacional por el Proceso de Asamblea Constituyente ",Telesurtv.net,Venezuela,Noviembre 2021,14/11/2021,https://www.telesurtv.net/bloggers/Guatemala-indigenas-campesinos-y-sectores-sociales-van-al-paro-plurinacional-por-el-Proceso-de-Asamblea-Constituyente-20211114-0001.html,Plurinacionalidad,Sí,No,Sí,
1148,Elisa Loncón: “La Convención está trabajando en instalar la plurinacionalidad donde se respeten los derechos de las naciones originarias,Epicentrochile.com,Región de Valparaíso,Noviembre 2021,,https://www.epicentrochile.com/2021/11/03/elisa-loncon-por-muerte-de-comuneros-la-convencion-esta-trabajando-en-instalar-la-plurinacionalidad-donde-se-respeten-los-derechos-de-las-naciones-originarias/,,Sí,No,Sí,
1149,Natalia González (LyD) sobre documento para Consulta Indígena: «Es de una indefinición y ambigüedad total» ,Ellibero.cl,Región Metropolitana,Noviembre 2021,17/11/2021,https://ellibero.cl/actualidad/natalia-gonzalez-lyd-sobre-documento-para-consulta-indigena-es-de-una-indefinicion-y-ambiguedad-total/,Plurinacionalidad,No,Sí,Sí,
